"descriptor","place_id_fk"
"Dilft","154"
"Diligensis","2639"
"Dilighemensis","2639"
"Dilinganus","2659"
"Dilsensis","2660"
"Dimarciensis","2677"
"Dimechamp","2661"
"Dimellensis","0"
"Dimenus","2662"
"Dimontensis","2633"
"Dinantensis","165"
"Dinantinus","165"
"Dinatensis","0"
"Dinckerkanus","172"
"Dindomiensis","2663"
"Dindoniensis","2664"
"Dingelliensis","2665"
"Dinglensis","2665"
"Dinneberck","2666"
"Dino le Val","2670"
"Dinselacensis","2667"
"Dinter","0"
"Dinter majoranus","2668"
"Dinterensis","2668"
"Dintre","2668"
"Dintrensis","2668"
"diocèse de Liège et dépendant de Brabant","0"
"diocesi Namurcensi","0"
"diocesis Eboracensis","0"
"diocesis Monasteriensis","9114"
"Diolemont","2669"
"Diolval","2670"
"Dion in Mont","2669"
"Dion le Mont","2669"
"Dion le Val","2670"
"Dionantendis","165"
"Dionanteniss","165"
"Dionantensis","165"
"Dionanthensis","165"
"Dionantinus","165"
"Dionantius","165"
"Dionantus","165"
"Dionatensis","165"
"Dionionensis","165"
"Dionisii","0"
"Diont le Mont","2669"
"Diontensis","2671"
"Dionyensis","2672"
"Diovaillensis","2670"
"Diovalensis","2670"
"Dipenbecanus","2641"
"Dipenbeek","2641"
"Dirbutensis","2673"
"Dirorensis","2675"
"Disburgensis","173"
"Dison","2676"
"Dissel","158"
"Disseldorpiensis","2793"
"Dissensis","2644"
"Distelberge","2619"
"Distemiensis","162"
"Distensis","162"
"Disthemensis","162"
"Disthemiensis","162"
"Disthemius","162"
"Disthensis","162"
"districtus Lingensis","0"
"districtus Monasteriensis","6007"
"districtus Transisulani","0"
"Ditensis","162"
"Ditmariensis","2677"
"Ditmartia","0"
"Ditsum","2678"
"Diuacensis","2679"
"Diunkerkanus","172"
"Divae Raijneldis","7547"
"Divae Raijnildis","7547"
"Divae Raynildis","7547"
"Divae Reneldis","7547"
"Divae Renildis","7547"
"dives Liliensis","375"
"Divi Aegidii","562"
"Divi Amandi","7220"
"Divi Amando","7220"
"divi Anthonii","0"
"Divi Dionijsii","547"
"Divi Dionisii","547"
"Divi Dionisij","547"
"Divi Livini Haautem","566"
"Divi Livini Hautem","566"
"Divi Martini Lennick","567"
"Divi Martini Lenningue","567"
"Divi Nicolai","571"
"Divi Petri","7542"
"Divi Petri Capellen","7543"
"Divi Petri Leeuw","576"
"Divi Petri Werda","0"
"Divi Petris","7542"
"Divi Quintini Lennick","7522"
"Divi Quintini Lennicke","7522"
"Divi Quintini Lennike","7522"
"Divitis","2680"
"Divo Amando","7220"
"Dixemberanus","2681"
"Dixemuddensis","164"
"Diximedanus","164"
"Diximudanus","164"
"Dixmedensis","164"
"Dixmudani","164"
"Dixmudanius","164"
"Dixmudanus","164"
"Dixmudensis","164"
"Dixmundanus","164"
"dLeo","0"
"Doccomiensis","2694"
"Doccoumanus","2694"
"Doccum","2694"
"Doccumensis","2694"
"Doccummensis","2694"
"Dochamps","2683"
"Dockemannus","2694"
"Dockemensis","2694"
"Dockumensis","2694"
"Docomiensis","2694"
"Documanus","2694"
"Documenses","2694"
"Dodracensis","2713"
"Doel","2684"
"Doele","2684"
"Doelleau","2684"
"Doenrath","2685"
"Doeren","2686"
"Doermael","169"
"Doerne","159"
"Doernensis","159"
"Doesbergensis","2688"
"Doesborgensis","2688"
"Doesenburgensis","2688"
"Doetichemensis","2689"
"Doetinchovius","2690"
"Dohentensis","2692"
"Doiche","166"
"Doinantensis","165"
"Doirne","159"
"Doisch","166"
"Doise","2693"
"Dolanus","2695"
"Dolensis","2695"
"Dolgelberghe","2706"
"domicellarus Ecclesiarum Metropolitanarum Moguntinensis et Trevirensis necnon Cathedralis Spirensis et Ecclesiae equestris ad sanctum Albanum Moguntiae","0"
"dominicanus","5999"
"Dommelanus","2698"
"Dommelen","2698"
"Donatensis","2699"
"Donawerthanus","2700"
"Donck","2708"
"Donckanus","2708"
"Donckiranensis","2701"
"Dondelvilanus","2703"
"Donga","167"
"Dongabredanus","2705"
"Dongalensis","2704"
"Donganus","167"
"Dongelberge","2706"
"Dongelbergensis","2706"
"Dongelberghe","2706"
"Dongelbert","2706"
"Dongen","167"
"Dongensis","167"
"Dongerbortensis","2706"
"Donghen","167"
"Donglebertensis","2706"
"Donibensis","2707"
"Donkensis","0"
"Donostephanensis","2710"
"Donriensis","2709"
"Donsanus","153"
"Donsensis","153"
"Donstieme","2710"
"Donzanus","153"
"Doorne","2711"
"Doornich","168"
"Doranus","2712"
"Dorbeke Sanctae Mariae","7532"
"Dorbensis","7849"
"Dorbiensis","7849"
"Dorbutensis","2785"
"Dordracensis","2713"
"Dordracensus","2713"
"Dordracenus","2713"
"Dordraci","2713"
"Dordraco","2713"
"Dorensis","2714"
"Dorer","2715"
"Doriensis","2716"
"Dorlansius","2720"
"Dorle","2721"
"Dorletensis","2722"
"Dormael","169"
"Dormaele","169"
"Dormalensis","169"
"Dormaliensis","169"
"Dormatensis","2723"
"Dormensis","159"
"Dornensis","159"
"Dorsel","2724"
"Dorstena","2725"
"Dorstensis","3719"
"Dortracensis","2713"
"Dorynensis","2717"
"Dossoy","2565"
"Dostinghe","2727"
"Dotignies","486"
"Dotiniensis","2728"
"Dottignies","486"
"Doubliniensis","170"
"Doubutensis","2730"
"Douffutensis","2731"
"Dougalensis","2732"
"Doukourt","2702"
"Dour","2733"
"Douranus","2733"
"Dourarous","2734"
"Dourbe","2735"
"Dourensis","2733"
"Dourlet","2718"
"Dours","2733"
"Dousanus","153"
"Dousburgdensis","2688"
"Doussois","2565"
"Douwacensis","2729"
"Doux","2736"
"Douxburgensis","2688"
"Dove","2737"
"Dowr","2739"
"Doyon","2740"
"Drahaufe","2741"
"Dranoten","2742"
"Dranoulte","2742"
"Dranoultre","2742"
"Drestensis","2744"
"Driel","2746"
"Drielensis","2746"
"Driellensis","2746"
"Driliensis","2746"
"Drillensis","2746"
"Drischanus","2747"
"Droengen","2749"
"Drogoniensis","2749"
"Drongen","2749"
"Droogenbosch","2748"
"Drubetensis","2751"
"Drudervelle","2752"
"Druetenus","2753"
"Drumelensis","2754"
"Drunen","2755"
"Drunet","2005"
"Drusiburgo","2782"
"du Lumpnis","0"
"du Petit Halet","6667"
"du Valenchenis","637"
"du Vimi","0"
"Duacenses","2729"
"Duacensis","2729"
"Duacensis de Marchienne","0"
"Duacenus","2729"
"Duachenus","2729"
"Dublieniensis","170"
"Dublinensis","170"
"Dubliniensis","170"
"Dublinsis","170"
"Dubutensis","2756"
"ducatu Bergensi","4219"
"ducatu Brunswicensi","4222"
"Ducatu ducis Brunswiicensis","4223"
"ducatu Evergemsi","4224"
"ducatu Montensi","5999"
"ducatu Olsatie","4225"
"ducatus Brabantiae","4221"
"ducatus Juliacenssi","0"
"ducatus Limburgensis","4226"
"Ducissilvius","546"
"Ducissylvius","546"
"Duckbutensis","2757"
"Ducumburgh","2758"
"Dudertensis","2759"
"Dueldanck","2760"
"Duensis","2761"
"Duerne","159"
"Duersen","2762"
"Duffel","171"
"Duffelensis","171"
"Duffellensis","171"
"Dufflensis","171"
"Duijckerckanus","172"
"Duijnckerkanus","172"
"Duijnkercanus","172"
"Duijnkerckanus","172"
"Duijnkerkanus","172"
"Duijsborgh","173"
"Duijsburgensis","173"
"Duijseldorphius","2793"
"Duijselensis","2767"
"Duijsseldorpensis","2793"
"Duinckercanus","172"
"Duinkercanus","172"
"Duisborgensis","173"
"Dulcadensis","0"
"Dullensis","2768"
"Dumblanensis","0"
"Dumhenden","2771"
"Dunblacensis","0"
"Dunblanensis","0"
"Duncildensis","0"
"Dunckeldensis","0"
"Dunckercanus","172"
"Dunckerckanus","172"
"Dunckerkannus","172"
"Dunckerkanus","172"
"Dunckerkensis","172"
"Dunelmensis","2775"
"Dunensis","2776"
"Dunequerquensis","172"
"Dunfronensis","2770"
"Dungalensis","2704"
"Dungallensis","2777"
"Dungardiensis","2778"
"Dungarviensis","2778"
"Dungarwaniensis","2778"
"Dungelbertensis","2706"
"Dungen","2593"
"Dungeus","2779"
"Dunkanus","0"
"Dunkeldensis","0"
"Dunkendensis","2780"
"Dunkenensis","0"
"Dunkercanus","172"
"Dunkerckanus","172"
"Dunkerkanus","172"
"Dunkerkensis","172"
"Duno-Julias","2781"
"Duntherckanus","172"
"Dupliniensis","170"
"Duracensis","2783"
"Durbeutensis","2785"
"Durbiensis","2785"
"Durbitensis","2785"
"Durbosselaer","2784"
"Durbutensis","2785"
"Durbutensus","2785"
"Durbutiensis","2785"
"Durbutus","2785"
"Durensis","2786"
"Duriensis","2787"
"Durieu","0"
"Durmensis","2788"
"Durputensis","2789"
"Dursenhovius","2790"
"Dusbourgh","2791"
"Duseldorpensis","2793"
"Dussanus","2794"
"Dusseldorpiensis","2793"
"Dusseldorpius","2793"
"Dusselensis","2792"
"Dussellanus","2792"
"Dussen","2794"
"Dussendorpiensis","2793"
"Dussensis","2794"
"Duuay","2795"
"Duvelandia","2765"
"Duvelandie","2765"
"Duvelandus","2765"
"Duven","2766"
"Duwacensis","2729"
"Duxmudanus","164"
"Duynckerbanus","172"
"Duynckerckanus","172"
"Duynckercke","172"
"Duynckerkanus","172"
"Duynkercanus","172"
"Duysberge","173"
"Duysbergh","173"
"Duysborgh","173"
"Duyseborch","173"
"Duysseldorpiensis","2793"
"Duystborgensis","2796"
"Dyest","162"
"Dynionensis","0"
"Dyonantinus","165"
"Dyoniensis","2669"
"Dystemiensis","162"
"Dystensis","162"
"e comitatu Namurcensi","445"
"eadem insula","0"
"Eaucourt","2799"
"Ebem","2801"
"Ebenbagensis","2804"
"Ebene","174"
"Ebichizensis","2806"
"Eblegem","2876"
"Eboracensis","8984"
"Eboracenssi","8984"
"Ebornacensis","9105"
"Eborycensis","9105"
"Ebredunensis","0"
"Ebricensis","2808"
"Ebroycensis","0"
"Ebroyicensis.","0"
"Ecanaffe","554"
"Ecclije","2816"
"Eccloanus","176"
"Eccloniensis","176"
"Echenasse","2810"
"Echt","2811"
"Echtel","4033"
"Echtellensis","2812"
"Echtensis","2813"
"Echternacus","2814"
"Echtillensis","2815"
"Eckelbecanus","2866"
"Eckelonianus","176"
"Eckerensis","2867"
"Eckloensis","176"
"Ecktensis","2813"
"Eclaye","2816"
"Eclonensis","176"
"Eclonianus","176"
"Ecloniensis","176"
"Ecobiensis","2817"
"Ecselensis","182"
"Ectensis","2818"
"Edamensis","2819"
"Edamiensis","2819"
"Edammensis","2819"
"Edammis","2819"
"Edaniensis","2820"
"Edanus","2819"
"Edeck","2821"
"Edegem","2822"
"Edegen","2822"
"Edeghem","2822"
"Edenburgensis","2825"
"Edensis","2823"
"Ederensis","2824"
"Edienensis","0"
"Edimburgensis","2825"
"Eduenensis","0"
"Eduensis","9106"
"Eecke","181"
"Eecke ad Schaldim","181"
"Eeckeloij","2827"
"Eeckelonensis","176"
"Eecken","181"
"Eeckensis","181"
"Eeckeren","2867"
"Eeckerloo","176"
"Eeckloniensis","176"
"Eeclo","176"
"Eecloensis","176"
"Eecloniensis","176"
"Eecloo","176"
"Eegenhoviensis","2842"
"Eeghem","2841"
"Eekeren","2867"
"Eembricensis","2923"
"Eenaem","2931"
"Eenaeme","2931"
"eename","2931"
"Eenchusanus","2948"
"Eendoviensis","180"
"Eenham","2931"
"Eenhame","2932"
"Eentveldensis","2829"
"Eerembodegem","2975"
"Eerenbodegem","2975"
"Eernegem","2832"
"Eerneghem","2832"
"Eerpiensis","191"
"Eerrsel","2833"
"Eersalensis","2833"
"Eersel","2833"
"Eersele","2833"
"Eerselensis","2833"
"Eersellensis","2833"
"Eerssel","2833"
"Eersselensis","2833"
"Eerssellensis","2833"
"Eertvelde","3002"
"Eerviensis","2835"
"Eessene","3012"
"Eestensis","2836"
"Eesterlensis","2837"
"Eetvelde","3002"
"Eetvelt","2838"
"Eeverbergensis","3050"
"Efleurisensis","2839"
"Egellensis","2840"
"Egenbilse","2854"
"Egenhove","2842"
"Eghezée","177"
"Eghijée","2844"
"Eghternatensis","2845"
"Egiacensis","2846"
"Egidiensis","7298"
"Egidij","562"
"Egidio","562"
"Egmetensis","2847"
"Egmondanus","2848"
"Egmondensis","2848"
"Egmundensis","2848"
"Egnisee","2807"
"Egoven","2849"
"Eguelsbekensis","2866"
"Eguisee","2850"
"Eick","2851"
"Eijendhout","179"
"Eijghen","753"
"Eijnatten","3071"
"Eijndert","2861"
"Eijndhavensis","180"
"Eijndhovianus","180"
"Eijndhoviensis","180"
"Eijndovieneis","180"
"Eijndoviensis","180"
"Eijndthoudt","179"
"Eijne","2862"
"Eijnthout","179"
"Eijnthoutanus","179"
"Eijnthoviensis","180"
"Eijrsel","2834"
"Eijsden","2855"
"Eijsewijck","2856"
"Eijstatensis","2857"
"Eijwange","2858"
"Eindoviensis","180"
"Eindovius","180"
"Eirtvelde","3002"
"Eisden","2864"
"Eistadiensis","2852"
"ejusdem patrie Namurcensis","445"
"Ekelbeke","2866"
"Ekelsbecanus","3023"
"Ekelsbeke","2866"
"Ekeren","2867"
"Ekle","2868"
"Elaynytensis","2871"
"Elderen","2873"
"Elderensis","7203"
"Eldiensis","2874"
"Eldrensis","2875"
"Electensis","0"
"Electorali Palatinatu Mosbacensis","0"
"Elene","2878"
"Elenensis","2879"
"Elesimensis","4102"
"Elesmes","183"
"Elewijt","2880"
"Elewydt","2880"
"Elewyt","2880"
"Elfiniensis","2893"
"Elidomontanus","2881"
"Eligem","2884"
"Elinensis","2883"
"Elingen","2884"
"Elingensis","2884"
"Elixem","2882"
"Ellebeck","4114"
"Ellegnies Sanctae Annae","2889"
"Ellelingensis","2886"
"Elleselle","186"
"Ellezeel","186"
"Ellezelensis","186"
"Ellezelle","186"
"Ellezellensis","186"
"Ellezelles","186"
"Ellignies","2888"
"Elnensis","0"
"Elogherensis","2312"
"Elogiensis","2891"
"Eloij","7500"
"Elonge","184"
"Eloug","184"
"Elouge","184"
"Elouges","184"
"Elpensis","2892"
"Elphinensis","2893"
"Elpriensis","2894"
"Elrelensis","2895"
"Elscensis","2896"
"Elschiniensis","2953"
"Elseghem","2897"
"Elsel","182"
"Elsen","2899"
"Elsensis","2900"
"Elshoutanus","2901"
"Elst","2902"
"Elstmeniensis","0"
"Elsusaberensis","2903"
"Eltegem","2897"
"Eltensis","2904"
"Elvacensis","0"
"Elve","2905"
"Elvedingen","185"
"Elveijtensis","2880"
"Elverdinghe","185"
"Elverdynghe","185"
"Elversele","2906"
"Elverzele","2906"
"Elverzelensis","2906"
"Elzeliensis","186"
"Elzelle","186"
"Emacensis","2907"
"Emael","2802"
"Emalianus","2803"
"Emaliensis","2803"
"Embisiensis","2908"
"Embrecensis","2923"
"Embresin","906"
"Embriachensis","2923"
"Embricanus","2923"
"Embricensis","2923"
"Embricenssi","2923"
"Embruccensis","2923"
"Embrugghen","2828"
"Emdensis","2910"
"Emelgensis","2911"
"Emelghem","2911"
"Emenville","2917"
"Emerbeckanus","2913"
"Emercensis","2914"
"Emericensis","2915"
"Emertanus","2916"
"Emeville","2917"
"Emichove","2924"
"Emilacensis","2918"
"Emilianus","2919"
"Emin","2920"
"Emine","2920"
"Eminne","2920"
"Eminsis","2920"
"Emleghem","2911"
"Emmericensis","2922"
"Emniwier","2925"
"Emondeville","187"
"Empdensis","2910"
"Empelensis","2926"
"Empte","2927"
"Emptinne","2928"
"Emtimie","2928"
"Emtinne","2928"
"Emudensis","2910"
"Emuliensis","2930"
"en de Kermpt","327"
"en Faigne","4860"
"en Villance","8368"
"Enaeme","2931"
"Enchhuysen","2948"
"Enchusanus","2948"
"Enchusen","2948"
"Enchusianus","2948"
"Enckhovianus","2933"
"Enckhuijsianus","2948"
"Enckhusanus","2948"
"Enckhusianus","2948"
"Encouniensis","2934"
"Encusanus","2948"
"Encusiani","2948"
"Encusianus","2948"
"Encuza","2948"
"Endert","5999"
"Endertensis","5794"
"Endhoviensis","180"
"Endhovius","180"
"Endovensis","180"
"Endovianus","180"
"Endoviensis","180"
"Endovihiensis","180"
"Endovius","180"
"Enecensis","2936"
"Engelsotensis","2940"
"Engensis","2942"
"Enghelsovius","3070"
"Enghensis","2941"
"Enghiensis","175"
"Enghis","2943"
"Engiensis","175"
"Engis","2943"
"Engreux","2944"
"Enhoutanogelensis","2945"
"Enijssiniensis","2946"
"Enine","2947"
"Eninensis","2947"
"Eninnes","2947"
"Enkerchensis","2949"
"Enkeren","2867"
"Ennenelinensis","2951"
"Ennesensis","2952"
"Enneskillennensis","2953"
"Ennine","2947"
"Enniskillinc","2953"
"Enpappe","3392"
"Enschedensis","2954"
"Ensegeriensis","2955"
"Ensishemianus","2956"
"Ensivalensis","2957"
"Ensivallensis","2957"
"Enthaut","179"
"Enthine","2958"
"Enthout","179"
"Enthoutanus","179"
"Enveau","2960"
"Envoije","2959"
"Eodem loco","0"
"Epbelpiensis","2961"
"Epen","2962"
"Epensis","2962"
"Epigne","4853"
"Episcopi Abdonerensis","0"
"Episcopifontensis","203"
"Episcopo Fontanus","203"
"Episcopo-Fontanus","203"
"Episcopofantanus","203"
"Episcopofontanus","203"
"episcopus Aberdonensis","9096"
"episcopus Cestrensis","0"
"Eppe Sauvage","2965"
"Eppegem","2966"
"Eppeghem","2966"
"Eppegom","2966"
"Eppi-Sauvage","2965"
"Eppiensis","2967"
"Eppramiensis","2968"
"Eprave","2969"
"Epsiscopi de Wallia","0"
"Epternacensis","2814"
"Epternacus","2814"
"Erberich","2970"
"Erbipolensis","0"
"Erbulonensis","2972"
"Erbuselle","2971"
"Erchouwelz","4593"
"Erckelensis","2981"
"Erckelets","2973"
"Erckliniensis","2996"
"Ercladiensis","2974"
"Ercliniensis","2996"
"Ere","190"
"Eremborgensis","2975"
"Eremiensis","2976"
"Erenbodegem","2975"
"Erepionensis","192"
"Eresé","2977"
"Erfebrugensis","2978"
"Erffeling","4179"
"Erffelinghe","4179"
"Erinensis","4182"
"Eriniensis","4182"
"Erinnis","4182"
"Erkensis","2982"
"Erlenckortensis","2983"
"Ermeton","2984"
"Ermeton ad Mosam","4196"
"Ermeton sur Bierre","2984"
"Ernage","2985"
"Ernagensis","2985"
"Ernagiensis","2985"
"Ernemiensis","2986"
"Erneuville","2987"
"Ernuville","2987"
"Erondegem","2988"
"Erp","0"
"Erpe","191"
"Erpendange","2989"
"Erpensis","191"
"Erpent","2990"
"Erphensis","2991"
"Erphordiensis","2979"
"Erpiensis","2995"
"Erpiomagno","2992"
"Erpion","192"
"Erppensis","191"
"Erps","2995"
"Erpsensis","191"
"Ersel","2999"
"Erssel","2833"
"Erst","3000"
"Erttensis","3001"
"Ertvelde","3002"
"Ervexlseel","3004"
"Erwicensis","0"
"Erzele","3005"
"es Aspelaer","1089"
"es Assnede","30"
"es Geest Sancti Remigij","578"
"es Ogij","468"
"es Oosterhout","477"
"es Rysnes","6988"
"Esaviet la Chaussé","0"
"Escanaffes","7339"
"Escanus","730"
"Escasniensis","3006"
"Escausinne","2809"
"Escaussines","2809"
"Escaussinne","2809"
"Eschanus","3008"
"Eschausien","2809"
"Eschausnensis","2809"
"Eschele","3007"
"Eschen","3026"
"Eschene","3028"
"Eschensis","3026"
"Eschweiler","3009"
"Esclabis","3010"
"Esclaije","3011"
"Escornacensis","7381"
"Esemael","3076"
"Esemalensis","3076"
"Esemaliensis","3076"
"Esensis","3014"
"Eslaye","3015"
"Esmael","3076"
"Esmalensis","3076"
"Esneu","3016"
"Esneux","3016"
"Eso","3018"
"Espensis","3019"
"Espiene","3020"
"Espinois","188"
"Espraniensis","3020"
"Espraviensis","3021"
"Espreve","3022"
"Essanus","3026"
"Essche divi Livini","7529"
"Essche Sancti Livini","7529"
"Esschen","3026"
"Esschene","3026"
"Esschensis","3026"
"Essel","3024"
"Essellensis","3025"
"Essemal","3076"
"Essen","3026"
"Essendiensis","3026"
"Esseniensis","3028"
"Essenpachensis","3027"
"Essensis","3026"
"Essiehen","3029"
"Essinnis","3030"
"Estaires","7727"
"Estensis","3032"
"Estienne","3034"
"Estienne Inferiori","3036"
"Estiennes","3034"
"Estiniensis","3034"
"Estinne","3034"
"Estinne ad Vallem","3036"
"Estinne Superiori","3035"
"Estinnes","3034"
"Estrepiensis","3037"
"Estrichius","3038"
"esx Esemael","3076"
"et Ebersteen","2805"
"Etal","3039"
"Etalle","3039"
"Etengensis","3040"
"Etensis","3041"
"Eterpigni","193"
"Ethicove","194"
"Ethinnes Superiori","3035"
"etiam Anglus","750"
"etiam Hornanus","296"
"etiam Leovardiensis","4995"
"Etichove","194"
"Etichoven","194"
"Etikove","194"
"Etimpuis","7717"
"Etinne Superiori","3035"
"Etta","3043"
"Ettechove","194"
"Etten","3043"
"Ettenborgensis","0"
"Ettenensis","3043"
"Ettenhoivus","34"
"Ettensis","3043"
"Etterbeeckanus","3044"
"Etterbeek","3044"
"Etterbekensis","3044"
"Etthensis","3043"
"Eugie","3045"
"Eumacensis","3046"
"Eupen","195"
"Eupensis","195"
"Evenpelensis","3047"
"Everbecanus","196"
"Everbecensis","196"
"Everbecke","196"
"Everbecq","196"
"Everbeeck","196"
"Everbekanus","196"
"Everbeke","196"
"Everbekensis","196"
"Everbemensis","3049"
"Everbengensis","3050"
"Everberch","3050"
"Everberg","3050"
"Everberganus","3050"
"Everbergensis","3050"
"Everbergh","3050"
"Everberghe","3050"
"Everbodiensis","1164"
"Everbudiensis","1164"
"Evercetensis","3051"
"Evere","3052"
"Evergem","3053"
"Evergemiensis","3053"
"Evergemmensis","3053"
"Everghem","3053"
"Everlinge","3054"
"Eversbecanus","196"
"Eversbecensis","196"
"Eversiee","2906"
"Everswaert","3058"
"Evijncke","3063"
"Evirlele","4262"
"Evregonensis","3064"
"Evrehagne","3065"
"Evrehaille","3065"
"Ewollensis","9086"
"ex Clavier","2298"
"ex Corden","0"
"ex Don Zaan","8992"
"ex Geertruijde","7503"
"ex Gondelingen","3577"
"ex Heijlissem Inferiori","447"
"ex Masbourg","5549"
"ex Nismij","6188"
"ex oppido Sadberie","0"
"ex Rupae","0"
"ex Stockel","7761"
"ex Vinckt","0"
"ex Wasia","8555"
"Exaerde","2869"
"Exarde","2869"
"Exardensis","2869"
"Excel","182"
"Excellensis","182"
"Exel","182"
"Exellensis","182"
"Exhardensis","2869"
"Exnaviensis","3068"
"Exoniensis","3067"
"Exsel","182"
"Eyckensis","2859"
"Eydensis","3069"
"Eylingen","2884"
"Eynatten","3071"
"Eyndest","3072"
"Eyndhout","179"
"Eyndhovianus","0"
"Eyndhoviensis","180"
"Eyndhovius","180"
"Eyndoviensis","180"
"Eyndovius","180"
"Eyne","3073"
"Eynsdijck","2863"
"Eynthaudt","179"
"Eynthout","179"
"Eysden","2855"
"Eyseringen","2865"
"Eystadiensis","2853"
"Ezeele","3074"
"Ezellensis","3075"
"Fabriconensis","3077"
"Fabritius","0"
"Fagatensis","3078"
"Faigniensis","3080"
"Faignolle","3079"
"Faij","3113"
"Faijensis","3081"
"Faijz","3082"
"Faillant","3083"
"Falacensis","3092"
"Falaciensis","3092"
"Falaen","3084"
"Falaentanus","3084"
"Falain","3084"
"Falais","3092"
"Falant","3085"
"Falckenburgensis","8180"
"Falco-Burgensis","8180"
"Falcobergensis","8180"
"Falcoberghensis","8180"
"Falcobrugensis","8180"
"Falcoburgensis","8180"
"Falcoburgius","8180"
"Falconensis","3086"
"Falcos","3087"
"Falcrolle","3089"
"Falcumburgensis","8180"
"Faleientanus","3084"
"Falesius","3092"
"Faleyzianus","3092"
"Falisiensis","3088"
"Falisolle","3089"
"Falkemburgensis","8180"
"Falkenstennis","3090"
"Fallai","3092"
"Fallaij","3092"
"Fallaijensis","3092"
"Fallain","3091"
"Fallais","3092"
"Fallay","3092"
"Fallée","8187"
"Fallez","3092"
"Falliensis","3092"
"Falmagne","3093"
"Falmaigne","0"
"Falmignoul","3094"
"Falonriensis","0"
"Falqueburgensis","8180"
"Faluy","198"
"Famearensis","3095"
"Famenne","3096"
"familia de Culenburch","340"
"familiaris abbatis Parcensis","0"
"familiaris D. Abbatis Sancte Ghertrudis","0"
"Familiereux","3097"
"Familleureux","3097"
"Famillieureux","3097"
"Famosicodiensis","3098"
"Famreurreux","3097"
"Famuli Rhodiensis","3097"
"Fano","0"
"Fano Sancti Nicolai","571"
"Fano Sancti Petri","0"
"Farcenensis","3099"
"Farcienne","3099"
"Farciennes","3099"
"Farciniensis","3099"
"Farfinensis","3100"
"Farsien","3099"
"Farsienne","3099"
"Farsin","3099"
